Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR041365	Csp protease B, prodomain	interpro	domain		PF18425	
IPR041366	Pre-PUA domain	interpro	domain		PF17832	
IPR041367	E3 ligase, CCCH-type zinc finger	interpro	domain		PF18044	
IPR041368	Dam-replacing protein, HTH domain	interpro	domain		PF17726	
IPR041369	TrmO, C-terminal	interpro	domain		PF18389	
IPR041371	Glycosyl hydrolase family 92 N-terminal domain	interpro	domain		PF17678	
IPR041372	Cas3, C-terminal	interpro	domain		PF18395	
IPR041373	Reverse transcriptase, RNase H-like domain	interpro	domain		PF17917	
IPR041375	VapC45, PIN like domain	interpro	domain		PF18478	
IPR041376	Integron Cassette Protein Hfx_Cass5	interpro	domain		PF18287	
IPR041377	Viral coat protein P2, N-terminal	interpro	domain		PF18628	
IPR041378	SbsC C-terminal domain	interpro	domain		PF18058	
IPR041379	Collagenase ColG, catalytic helper subdomain	interpro	domain		PF18496	
IPR041380	Eis-like, acetyltransferase domain	interpro	domain		PF17668	
IPR041381	Jak1, pleckstrin homology-like domain	interpro	domain		PF17887	
IPR041382	Bacterial dipeptidyl-peptidase SH3 domain	interpro	domain		PF18348	
IPR041383	RuvC endonuclease subdomain 3	interpro	domain		PF18541	
IPR041384	DNTTIP1, dimerisation domain	interpro	domain		PF18192	
IPR041385	5'-3' exoribonuclease 1, SH3-like domain	interpro	domain		PF18129	
IPR041386	XIAP-associated factor 1, C-terminal	interpro	domain		PF18608	GO:0006915
IPR041387	FHOD1, N-terminal GTPase-binding domain	interpro	domain		PF18382	
IPR041388	PNK, FHA domain	interpro	domain		PF17913	
IPR041390	Focal adhesion kinase, N-terminal	interpro	domain		PF18038	
IPR041392	Beta-galactosidase, beta-sandwich domain	interpro	domain		PF17834	
IPR041393	Sld3, N-terminal	interpro	domain		PF18523	
IPR041394	Cthe_2314-like HEPN	interpro	domain		PF18730	
IPR041395	HAMP N-terminal domain 3	interpro	domain		PF18575	
IPR041396	Cysteine-rich protective antigen 6 bladed domain	interpro	domain		PF18638	
IPR041397	ThiD2	interpro	domain		PF17792	
IPR041398	DdrB-like domain	interpro	domain		PF18763	
IPR041399	Large catalase, C-terminal domain	interpro	domain		PF18011	
IPR041400	PARP16 N-terminal domain	interpro	domain		PF18084	
IPR041401	Domain of unknown function DUF5590	interpro	domain		PF17881	
IPR041405	Type III R-M EcoP15I, C-terminal	interpro	domain		PF18273	
IPR041406	COP9 signalosome complex subunit 4, helix turn helix domain	interpro	domain		PF18420	
IPR041407	MazG, C-terminal	interpro	domain		PF18722	
IPR041409	Restriction endonuclease AspBHI, N-terminal	interpro	domain		PF18062	
IPR041410	STATa immunoglobulin-like domain	interpro	domain		PF18214	
IPR041411	Linalool dehydratase/isomerase	interpro	domain		PF18566	
IPR041412	Xrn1, helical domain	interpro	domain		PF17846	
IPR041413	MmyB-like transcription regulator ligand binding	interpro	domain		PF17765	
IPR041414	RACo, middle region	interpro	domain		PF17651	
IPR041415	BclA, C-terminal domain	interpro	domain		PF18573	
IPR041416	IL-1Ra-like, immunoglobulin domain	interpro	domain		PF18452	
IPR041417	Probable aminopeptidase NPEPL1, N-terminal	interpro	domain		PF18295	
IPR041418	SAM domain	interpro	domain		PF18016	
IPR041419	TnsE, C-terminal	interpro	domain		PF18623	
IPR041420	Phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease 4	interpro	domain		PF18813	
IPR041421	Ubl4, C-terminal TUGS domain	interpro	domain		PF17840	
IPR041423	DNA gyrase subunit B insert domain	interpro	domain		PF18053	
IPR041424	CinA, KH domain	interpro	domain		PF18146	
IPR041425	Complement C3/4/5, macroglobulin domain MG1	interpro	domain		PF17790	
IPR041426	Mos1 transposase, HTH domain	interpro	domain		PF17906	
IPR041427	AbiJ-NTD3	interpro	domain		PF18860	
IPR041428	Syntrophin, split Pleckstrin homology (PH) domain	interpro	domain		cd01258,PF18012	
IPR041429	Inositol-tetrakisphosphate 1-kinase, N-terminal	interpro	domain		PF17927	
IPR041430	ATRX, ADD domain	interpro	domain		PF17981	
IPR041431	Mvd1, C-terminal	interpro	domain		PF18376	
IPR041432	Ubiquitinyl hydrolase, variant UBP zinc finger	interpro	domain		PF17807	
IPR041433	26S proteasome non-ATPase regulatory subunit RPN1, C-terminal	interpro	domain		PF18051	
IPR041434	Domain of unknown function DUF5637	interpro	domain		PF18687	
IPR041436	Bacterial CdiA-CT RNAse A domain	interpro	domain		PF18431	
IPR041437	Gylcosyl hydrolase 115 C-terminal domain	interpro	domain		PF17829	
IPR041438	Carbohydrate-binding module 64	interpro	domain		PF18666	
IPR041439	Domain of unknown function DUF5628	interpro	domain		PF18621	
IPR041440	HypF, Kae1-like domain	interpro	domain		PF17788	
IPR041441	Pih1, Ascomycota, CS domain	interpro	domain		PF18482	
IPR041442	PIH1D1/2/3, CS-like domain	interpro	domain		PF18201	
IPR041443	ExoP, galactose-binding-like domain	interpro	domain		PF18559	
IPR041444	YhfZ, helix-turn-helix domain	interpro	domain		PF14502	
IPR041445	RuvB, AAA lid domain	interpro	domain		PF17864	
IPR041447	Mannosidase Ig/CBM-like domain	interpro	domain		PF17786	
IPR041448	Tumor necrosis factor receptor member 16, transmembrane domain	interpro	domain		PF18422	
IPR041449	Phosphoserine phosphatase, N-terminal	interpro	domain		PF18429	
IPR041450	ToxB-like N-terminal, ascomycota	interpro	domain		PF18224	
IPR041451	RecD-like DNA helicase, SH3 domain	interpro	domain		PF18335	
IPR041452	APAF-1 helical domain	interpro	domain		PF17908	
IPR041453	Suv3, N-terminal	interpro	domain		PF18114	
IPR041454	BsuBI/PstI restriction endonuclease, HTH domain	interpro	domain		PF17728	
IPR041457	CxC2-like cysteine cluster, KDZ transposase-associated	interpro	domain		PF18803	
IPR041458	Domain of unknown function DUF5593	interpro	domain		PF18007	
IPR041459	Polyvalent protein, metallopeptidase domain	interpro	domain		PF18818	
IPR041460	Molybdopterin oxidoreductase, N-terminal	interpro	domain		PF18364	
IPR041461	CdvA-like coiled-coil domain	interpro	domain		PF18822	
IPR041462	Bacterial Alpha-2-macroglobulin, MG6 domain	interpro	domain		PF17962	
IPR041463	LidA long coiled-coil domain	interpro	domain		PF18641	
IPR041464	TubC, N-terminal docking domain	interpro	domain		PF18563	
IPR041465	SfsA, N-terminal OB domain	interpro	domain		PF17746	
IPR041466	Dynein heavy chain, AAA 5 extension domain	interpro	domain		PF17852	
IPR041467	HTH-type transcriptional repressor Sco4008, C-terminal	interpro	domain		PF17926	
IPR041468	ParB/Spo0J, HTH domain	interpro	domain		PF17762	
IPR041469	Subtilisin-like protease, fibronectin type-III domain	interpro	domain		PF17766	
IPR041470	Gamma tubulin complex component protein, N-terminal	interpro	domain		PF17681	
IPR041471	UvrB, interaction domain	interpro	domain		PF17757	
IPR041472	BL00235/CARNS1, N-terminal	interpro	domain		PF18130	
IPR041473	CtsR, C-terminal dimerization domain	interpro	domain		PF17727	
IPR041474	HTH-type transcriptional repressor NicS, C-terminal	interpro	domain		PF17938	
IPR041475	His-Me finger endonuclease, beta4-alpha2 domain	interpro	domain		PF18275	
IPR041476	TRAF3-interacting protein 1, C-terminal domain	interpro	domain		PF17749	
IPR041477	Domain of unknown function DUF5577	interpro	domain		PF17740	
IPR041478	Tetracyclin repressor-like, C-terminal domain 27	interpro	domain		PF17935	
IPR041479	TetR transcriptional regulator CgmR-like, C-terminal domain	interpro	domain		PF17937	
IPR041480	Cysteine-rich interdomain region 1 gamma	interpro	domain		PF18562	
IPR041481	COP9 signalosome complex subunit 7, helix I	interpro	domain		PF18392	GO:0010387,GO:0008180
IPR041482	LSDAT, prokaryote	interpro	domain		PF18171	
IPR041483	Tetracyclin repressor-like, C-terminal domain 34	interpro	domain		PF17929	
IPR041484	TetR transcriptional regulator Rv1219c-like, C-terminal domain	interpro	domain		PF17933	
IPR041485	QsdR, TetR regulatory C-terminal domain	interpro	domain		PF18598	
IPR041486	Sir2/TIR-associating SLOG domain	interpro	domain		PF18185	
IPR041487	HEPN/Toprim N-terminal domain 1	interpro	domain		PF18871	
IPR041489	PDZ domain 6	interpro	domain		PF17820	
IPR041490	HTH-type transcriptional repressor KstR2, C-terminal	interpro	domain		PF17932	
IPR041491	TRPM, SLOG domain	interpro	domain		PF18139	
IPR041493	PRDM4, zinc knuckle motif	interpro	domain		PF18445	
IPR041494	PIN-like domain	interpro	domain		PF18475	
IPR041495	Mub B2-like domain	interpro	domain		PF17966	
IPR041496	YitH, acetyltransferase (GNAT) domain	interpro	domain		PF18014	
IPR041497	THUMP-like domain	interpro	domain		PF18096	
IPR041498	Bacterial Ig domain	interpro	domain		PF17936	
IPR041499	Transcription factor IIIC subunit Tfc1/Sfc1, triple barrel domain	interpro	domain		PF17682	
IPR041500	RecC, C-terminal	interpro	domain		PF17946	
IPR041501	Defence against restriction A, C-terminal	interpro	domain		PF18789	
IPR041502	SMODS/Ubiquitin system-associated 2TM effector domain	interpro	domain		PF18179	
IPR041503	AIMP2, thioredoxin-like domain	interpro	domain		PF18569	
IPR041504	Adaptive response protein AidB, N-terminal	interpro	domain		PF18158	
IPR041505	Dis3-like cold-shock domain 2	interpro	domain		PF17849	
IPR041506	Domain of unknown function DUF5645	interpro	domain		PF18713	
IPR041507	Peptidase C12, C-terminal domain	interpro	domain		PF18031	
IPR041509	Glycosyl hydrolases 38, beta-1 domain	interpro	domain		PF18438	
IPR041510	Domain of unknown function (DUF5523)	interpro	domain		PF17661	
IPR041511	Putative DNA-binding domain	interpro	domain		PF18430	
IPR041513	SAS-6 coiled-coil domain	interpro	domain		PF18594	
IPR041514	Proline utilization A, N-terminal	interpro	domain		PF18083	
IPR041515	PPAF-2, Clip domain	interpro	domain		PF18322	
IPR041516	LACTB2, winged helix domain	interpro	domain		PF17778	
IPR041517	Protease Do-like, PDZ domain	interpro	domain		PF17815	
IPR041518	Bacterial Glycosyl hydrolase family 3, C-terminal	interpro	domain		PF18034	
IPR041519	RiboL-PSP-HEPN	interpro	domain		PF18735	
IPR041522	CdaR, GGDEF-like domain	interpro	domain		PF17853	
IPR041523	Roquin II	interpro	domain		PF18386	
IPR041524	Glycoside hydrolase 131, catalytic N-terminal	interpro	domain		PF18271	
IPR041525	Nicotinate/nicotinamide phosphoribosyltransferase	interpro	domain		PF04095	
IPR041526	DAPG hydrolase, PhiG domain	interpro	domain		PF18089	
IPR041527	YhcG, N-terminal	interpro	domain		PF17761	
IPR041528	Cas6b N-terminal	interpro	domain		PF17955	
IPR041529	Nicotinamide phosphoribosyltransferase, N-terminal domain	interpro	domain		PF18127	
IPR041530	Oligosaccharyltransferase insert domain	interpro	domain		PF18246	
IPR041531	Baseplate upper protein, immunoglobulin like domain	interpro	domain		PF18667	
IPR041532	RlmI, PUA-like domain	interpro	domain		PF17785	
IPR041533	Bartonella effector protein, BID domain	interpro	domain		PF17841	
IPR041534	PP2A regulatory subunit B'', EF-hand domain	interpro	domain		PF17958	
IPR041535	Antitoxin VbhA	interpro	domain		PF18495	
IPR041536	N-acetylglucosamine-1-phosphotransferase subunit alpha/beta, regulatory domain	interpro	domain		PF18440	
IPR041538	ATPase RavA-like, AAA lid domain	interpro	domain		PF17868	
IPR041539	CxC5 like cysteine cluster associated with KDZ	interpro	domain		PF18718	
IPR041540	Vms1-associating treble clef domain	interpro	domain		PF18716	
IPR041541	Glutaminase, EF-hand domain	interpro	domain		PF17959	
IPR041542	Beta-xylosidase, C-terminal Concanavalin A-like domain	interpro	domain		PF17851	
IPR041543	Domain of unknown function DUF5644	interpro	domain		PF18712	
IPR041544	MotY N-terminal domain	interpro	domain		PF18393	
IPR041545	RABX5, catalytic core helical domain	interpro	domain		PF18151	
IPR041546	ClpA/ClpB, AAA lid domain	interpro	domain		PF17871	
IPR041549	Immunomodulating metalloprotease helical domain	interpro	domain		PF18642	
IPR041550	Fatty acid synthase type I, helical	interpro	domain		PF18314	
IPR041551	BsaWI restriction endonuclease type 2	interpro	domain		PF18643	
IPR041552	UvrA DNA-binding domain	interpro	domain		PF17755	
IPR041553	Nuclear pore complex protein Nup214, phenylalanine-glycine (FG) domain	interpro	domain		PF18617	
IPR041555	Macroglobulin domain MG3	interpro	domain		PF17791	
IPR041556	Disulfide isomerase DsbG, N-terminal	interpro	domain		PF18257	
IPR041558	Mucin binding domain	interpro	domain		PF17965	
IPR041559	DNA ligase, ATP-dependent, bacteriophage T7-type, C-terminal	interpro	domain		PF17879	GO:0003690
IPR041560	Fxr1, tudor domain	interpro	domain		PF18336	
IPR041561	PglD, N-terminal	interpro	domain		PF17836	
IPR041562	MCM, AAA-lid domain	interpro	domain		PF17855	
IPR041563	STT3 subunit PglB, C-terminal beta-barrel domain	interpro	domain		PF18527	
IPR041564	Sld7, N-terminal	interpro	domain		PF18636	
IPR041565	Parkin, RING/Ubox like zinc-binding domain	interpro	domain		PF17976	
IPR041566	Alpha-mannosidase 2, C-terminal sub-domain	interpro	domain		PF18230	
IPR041567	COI1, F-box	interpro	domain		PF18511	
IPR041568	TcA receptor binding domain	interpro	domain		PF18518	
IPR041569	AAA ATPase, AAA+ lid domain	interpro	domain		PF17862	
IPR041573	Desmoplakin, spectrin-like domain	interpro	domain		PF18373	
IPR041574	Domain of unknown function DUF5608	interpro	domain		PF18356	
IPR041575	NADH-rubredoxin oxidoreductase, C-terminal	interpro	domain		PF18267	
IPR041576	Virulence factor Evf	interpro	domain		PF18270	
IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain	interpro	domain		PF17919	
IPR041578	PIN like domain, group 8	interpro	domain		PF18476	
IPR041579	Pelovaterin	interpro	domain		PF17859	
IPR041580	Telomerase reverse transcriptase, thumb DNA-binding domain	interpro	domain		PF17984	
IPR041581	Glyoxalase-like domain, group 6	interpro	domain		PF18029	
IPR041582	RimO, TRAM domain	interpro	domain		PF18693	
IPR041583	Tetracyclin repressor-like, C-terminal, group 31	interpro	domain		PF17940	
IPR041584	Predicted pPIWI-associating nuclease, group 2	interpro	domain		PF18166	
IPR041585	LepB GAP domain, N-terminal subdomain	interpro	domain		PF18172	
IPR041586	PsrA, tetracyclin repressor-like, C-terminal domain	interpro	domain		PF17939	
IPR041587	Pesticidal crystal protein Cry, domain V	interpro	domain		PF17997	
IPR041588	Integrase zinc-binding domain	interpro	domain		PF17921	
IPR041589	Dynein heavy chain 3, AAA+ lid domain	interpro	domain		PF17857	
IPR041590	O-phosphoserine--tRNA(Cys) ligase, C-terminal domain	interpro	domain		PF18006	
IPR041591	OCRE domain	interpro	domain		PF17780	
IPR041595	Inorganic pyrophosphatase domain	interpro	domain		PF18823	
IPR041596	RNA ligase Pab1020, C-terminal domain	interpro	domain		PF18330	
IPR041597	L,D-transpeptidase C-terminal domain	interpro	domain		PF17969	
IPR041598	Methionine--tRNA ligase, N-terminal	interpro	domain		PF18485	
IPR041599	Phage protein Gp138 N-terminal domain	interpro	domain		PF18352	
IPR041600	Effector immunity protein Tgi2PP	interpro	domain		PF18250	
IPR041602	Quercetin 2,3-dioxygenase, C-terminal cupin domain	interpro	domain		PF17954	
IPR041603	YvdT, C-terminal	interpro	domain		PF17934	
IPR041604	STAT, EF-hand fold domain	interpro	domain		PF17901	
IPR041605	3'-5' exonuclease C-terminal domain	interpro	domain		PF18305	
IPR041606	Hydrogen maturase F dimerization domain	interpro	domain		PF18128	
IPR041607	HU domain fused to wHTH, Ig, or Glycine-rich motif	interpro	domain		PF18291	
IPR041608	Embryo surrounding factor 1, brassicaceae	interpro	domain		PF18209	GO:0010098
IPR041609	Phosphoribosylformylglycinamidine synthase, linker domain	interpro	domain		PF18072	
IPR041610	ArlS, sensor domain	interpro	domain		PF18719	
IPR041611	SKICH domain	interpro	domain		PF17751	
IPR041612	YfiR, C-terminal	interpro	domain		PF17922	
IPR041613	Peptidase S41, N-terminal	interpro	domain		PF18294	
IPR041614	DprA, winged helix domain	interpro	domain		PF17782	
IPR041615	Desmoplakin, SH3 domain	interpro	domain		PF17902	
IPR041616	Phenylalanyl tRNA synthetase beta chain, core domain	interpro	domain		cd00769,PF17759	
IPR041617	MalT-like TPR region	interpro	domain		PF17874	
IPR041618	Polyketide synthase dimerisation element domain	interpro	domain		PF18369	
IPR041619	Nicotinate phosphoribosyltransferase C-terminal domain	interpro	domain		PF17956	
IPR041620	CdiA, C-terminal tRNase domain	interpro	domain		PF18664	
IPR041621	Pyruvate dehydrogenase E1 component, middle domain	interpro	domain		PF17831	
IPR041622	SMODS and SLOG-associating 2TM effector domain, fungi	interpro	domain		PF18142	
IPR041623	NOG1, N-terminal helical domain	interpro	domain		PF17835	
IPR041624	Rhamnogalacturonan I lyase beta-sheet domain	interpro	domain		PF18370	
IPR041625	Beta-mannosidase, Ig-fold domain	interpro	domain		PF17753	
IPR041626	Proteasomal ATPase, N-terminal OB domain	interpro	domain		PF17758	
IPR041627	CbbX, AAA lid domain	interpro	domain		PF17866	
IPR041628	ChlI/MoxR, AAA lid domain	interpro	domain		PF17863	
IPR041629	Bacterial SCP orthologue	interpro	domain		PF17844	
IPR041630	Epithelial cell adhesion molecule N-terminal domain	interpro	domain		PF18635	
IPR041631	Alpha-dystroglycan N-terminal domain 2	interpro	domain		PF18424	
IPR041632	Arsenite oxidase subunit AioA, 3Fe-4S cluster	interpro	domain		PF18465	
IPR041633	Polymerase beta, nucleotidyltransferase	interpro	domain		PF18765	
IPR041634	Nuclear pore protein Nup188, C-terminal	interpro	domain		PF18378	
IPR041635	Type ISP restriction-modification enzyme LLaBIII, C-terminal specificity domain	interpro	domain		PF18135	
IPR041636	Ribonuclease J, C-terminal	interpro	domain		PF17770	
IPR041637	Caprin-1 dimerization domain	interpro	domain		PF18293	
IPR041639	Large polyvalent protein-associated domain 39	interpro	domain		PF18858	
IPR041640	Tyosinase, C-terminal	interpro	domain		PF18132	
IPR041641	CALCOCO1/2, zinc finger-C2H2 domain	interpro	domain		PF18112	
IPR041642	HTH-type transcriptional repressor KstR, C-terminal	interpro	domain		PF17925	
IPR041643	ZIC protein, zinc finger domain	interpro	domain		PF18366	
IPR041644	GNAT-like C-terminal domain	interpro	domain		PF18164	
IPR041645	ADAM cysteine-rich domain 2	interpro	domain		PF17771	
IPR041646	IcaR, C-terminal	interpro	domain		PF18665	
IPR041647	Inward rectifier potassium channel, C-terminal	interpro	domain		PF17655	
IPR041648	Rank, cysteine-rich repeat domain 2	interpro	domain		PF18278	
IPR041649	Anti-sigma factor NepR	interpro	domain		PF18557	
IPR041650	Swt1-like HEPN	interpro	domain		PF18731	
IPR041651	Domain of unknown function DUF5610	interpro	domain		PF18433	
IPR041652	Domain of unknown function DUF5616	interpro	domain		PF18481	
IPR041654	Styrene monooxygenase StyA, putative substrate binding domain	interpro	domain		PF17885	
IPR041655	Domain of unknown function DUF5607	interpro	domain		PF18355	
IPR041656	Tetratrico peptide repeat, group 5	interpro	domain		PF12688	
IPR041657	Helix-turn-helix domain, group 17	interpro	domain		PF12728	
IPR041658	Dynein heavy chain AAA lid domain	interpro	domain		PF18198	
IPR041659	Aquifex aeolicus argonaute, PAZ domain	interpro	domain		PF18349	
IPR041661	ZN622/Rei1/Reh1, zinc finger C2H2-type	interpro	domain		PF12756	
IPR041663	DisA/LigA, helix-hairpin-helix motif	interpro	domain		PF12826	
IPR041664	Orc1-like, AAA ATPase domain	interpro	domain		PF13191	
IPR041667	Cupin-like domain 8	interpro	domain		PF13621	
IPR041668	Rh5 coiled-coil domain	interpro	domain		PF18515	
IPR041669	Tetracyclin repressor SlmA-like, C-terminal domain	interpro	domain		PF17918	
IPR041670	Zinc knuckle	interpro	domain		PF15288	
IPR041671	Csm1 N-terminal domain	interpro	domain		PF18504	
IPR041672	Bap31/Bap29 cytoplasmic coiled-coil domain	interpro	domain		PF18035	
IPR041673	Tetracyclin repressor-like, C-terminal domain 23	interpro	domain		PF17931	
IPR041674	Tetracyclin repressor SCO1712-like, C-terminal domain	interpro	domain		PF17928	
IPR041675	Pleckstrin homology domain 5	interpro	domain		PF15405	
IPR041677	DNA2/NAM7 helicase, AAA domain	interpro	domain		PF13086	
IPR041678	Tetracyclin repressor-like, C-terminal domain 16	interpro	domain		PF17920	
IPR041679	DNA2/NAM7 helicase-like, AAA domain	interpro	domain		PF13087,cd18808	
IPR041680	Pleckstrin homology domain 8	interpro	domain		PF15409	
IPR041681	Pleckstrin homology domain 9	interpro	domain		PF15410	
IPR041682	AAA domain, group 14	interpro	domain		PF13173	
IPR041684	PHD/FYVE-zinc-finger like domain	interpro	domain		PF15446	
IPR041685	AAA domain, group 15	interpro	domain		PF13175	
IPR041686	Zinc-finger CCCH domain	interpro	domain		PF15663	
IPR041687	IprA, winged helix-turn-helix domain	interpro	domain		PF15977	
IPR041688	Orotate phosphoribosyltransferase-like	interpro	domain		PF15609	
IPR041689	Gamma-aminobutyric acid type B receptor subunit 2, coiled-coil domain	interpro	domain		PF18455	
IPR041690	Cadherin-like domain	interpro	domain		PF17892	
IPR041691	Atg6/beclin, coiled-coil domain	interpro	domain		PF17675	
IPR041692	HHH domain 9	interpro	domain		PF17674	
IPR041694	Oxidoreductase, N-terminal domain	interpro	domain		PF16884	
IPR041695	Glutathione S-transferase, C-terminal domain	interpro	domain		PF16865	
IPR041696	Bacteroidetes PKD-like domain	interpro	domain		PF16820	
IPR041697	Zinc-finger C2H2-type 11	interpro	domain		PF16622	
IPR041698	Methyltransferase domain 25	interpro	domain		PF13649	
IPR041699	Lon protease, AAA domain	interpro	domain		PF13654	
IPR041700	Outer membrane protein beta-barrel domain 3	interpro	domain		PF14905	
IPR041701	Methionine import ATP-binding protein MetN, ATP-binding cassette domain	interpro	domain		cd03258	
IPR041702	Magnesium-chelatase BchD/ChlD, VWA domain	interpro	domain		cd01451	
IPR041703	Transcription termination factor Rho, ATP binding domain	interpro	domain		cd01128	
IPR041704	CFLE, GH18 catalytic domain	interpro	domain		cd02874	
IPR041705	VapC-like Sll0205 protein, PIN domain	interpro	domain		cd09872	
IPR041706	YchF, N-terminal	interpro	domain		cd01900	
IPR041709	Elongation factor Tu (EF-Tu), GTP-binding domain	interpro	domain		cd01884	
IPR041710	HPS/KGPDC domain	interpro	domain		cd04726	
IPR041711	Methionyl-tRNA formyltransferase, N-terminal domain	interpro	domain		cd08646	
IPR041712	Methanocaldococcus jannaschii dihydropteroate synthase-like, MBL-fold metallo hydrolase domain	interpro	domain		cd07713	
IPR041713	PTS system lactose-specific EIICB component, IIB domain	interpro	domain		cd05565	
IPR041714	Vitamin K epoxide reductase, Actinobacteria-type	interpro	domain		cd12922	
IPR041715	Class II Histidinyl-tRNA synthetase (HisRS)-like catalytic core domain	interpro	domain		PF13393,cd00773	
IPR041716	Uncharacterized cupredoxin-like protein, Cyanobacteria-type	interpro	domain		cd04210	
IPR041717	FwdD/FmdC, molybdopterin dinucleotide-binding domain	interpro	domain		cd02789	
IPR041718	IS607-like transposase, catalytic domain	interpro	domain		cd03769	
IPR041723	CTP:phosphocholine cytidylyltransferase domain	interpro	domain		cd02174	
IPR041726	Acyl-CoA dehydrogenase family member 10/11, N-terminal	interpro	domain		cd05154	
IPR041728	GPAT/DHAPAT, acyltransferase domain	interpro	domain		cd07993	
IPR041729	Formyltetrahydrofolate deformylase, C-terminal hydrolase domain	interpro	domain		cd08648	
IPR041730	MJ0421-like THUMP domain	interpro	domain		cd11718	
IPR041732	Peptide chain release factor 3, GTP-binding domain	interpro	domain		cd04169	
IPR041733	PAE1087-like, metallophosphatase domain	interpro	domain		cd07392	
IPR041734	N-Acetyl-L-glutamate kinase, fungal-type	interpro	domain		cd04252	
IPR041735	4-hydroxyphenylpyruvate dioxygenase, C-terminal	interpro	domain		cd07250	
IPR041736	4-hydroxyphenylpyruvate dioxygenase, N-terminal	interpro	domain		cd08342	
IPR041738	Structural maintenance of chromosomes 4, ABC domain, eukaryotic	interpro	domain		cd03274	
IPR041739	Glutamate-5-kinase domain	interpro	domain		cd04242	
IPR041740	Aspartokinase catalytic domain	interpro	domain		cd04261	
IPR041741	Structural maintenance of chromosomes 3, ABC domain, eukaryotic	interpro	domain		cd03272	
IPR041742	Sec24-like, trunk domain	interpro	domain		cd01479	GO:0006886,GO:0006888,GO:0030127
IPR041743	Bifunctional aspartokinase/homoserine dehydrogenase, N-terminal catalytic domain	interpro	domain		cd04257	
IPR041744	Bifunctional delta 1-pyrroline-5-carboxylate synthetase, glutamate-5-kinase domain	interpro	domain		cd04256	
IPR041745	Lysine-sensitive aspartokinase 3, N-terminal catalytic domain	interpro	domain		cd04258	
IPR041746	Lysine-sensitive aspartokinase catalytic domain	interpro	domain		cd04244	
IPR041747	Aspartokinase HOM3, catalytic domain	interpro	domain		cd04247	
IPR041748	Aspartokinase catalytic domain, ectoine pathway	interpro	domain		cd04248	
IPR041749	NadR, nicotinamide/nicotinate mononucleotide adenylyltransferase domain	interpro	domain		cd02167	
IPR041750	Bifunctional NMN adenylyltransferase/Nudix hydrolase, N-terminal NMNAT domain	interpro	domain		cd02168	
IPR041751	PP2B, metallophosphatase domain	interpro	domain		cd07416	
IPR041753	PP5, C-terminal metallophosphatase domain	interpro	domain		cd07417	
IPR041754	PP7, metallophosphatase domain	interpro	domain		cd07418	
IPR041755	Archaeal Hef helicase/nuclease, insert domain	interpro	domain		cd12089	
IPR041757	Sulfate adenylyltransferase subunit CysN, GTP-binding domain	interpro	domain		cd04166	
IPR041758	Phosphatase BSL, C-terminal metallophosphatase domain	interpro	domain		cd07419	
IPR041759	SFRP3, cysteine-rich domain	interpro	domain		cd07441	
IPR041760	SFRP1, cysteine-rich domain	interpro	domain		cd07443	
IPR041761	SFRP5, cysteine-rich domain	interpro	domain		cd07444	
IPR041762	Corin, cysteine-rich domain 1	interpro	domain		cd07445	
IPR041763	Corin, cysteine-rich domain 2	interpro	domain		cd07888	
IPR041764	SFRP2, cysteine-rich domain	interpro	domain		cd07446	
IPR041765	Frizzled 4, cysteine-rich domain	interpro	domain		cd07448	
IPR041769	Frizzled 3, cysteine-rich domain	interpro	domain		cd07449	
IPR041770	Frizzled 6, cysteine-rich domain	interpro	domain		cd07450	
IPR041771	Smoothened, cysteine-rich domain	interpro	domain		cd07451	
IPR041772	Sizzled, cysteine-rich domain	interpro	domain		cd07452	
IPR041773	Crescent, cysteine-rich domain	interpro	domain		cd07453	
IPR041774	LIN-17, cysteine-rich domain	interpro	domain		cd07454	
IPR041775	Ror-like, cysteine-rich domain	interpro	domain		cd07459	
IPR041776	Frizzled 8, cysteine-rich domain	interpro	domain		cd07461	
IPR041777	Frizzled 9, cysteine-rich domain	interpro	domain		cd07463	
IPR041778	Frizzled 2, cysteine-rich domain	interpro	domain		cd07464	
IPR041779	FERM and PDZ domain-containing protein 1/3/4, FERM domain C-lobe	interpro	domain		cd13183	
IPR041780	PrpE-like, metallophosphatase domain	interpro	domain		cd07423	
IPR041781	FERM domain-containing protein 6, FERM domain C-lobe	interpro	domain		cd13185	
IPR041782	PTPN14/21, FERM domain C-lobe	interpro	domain		cd13188	
IPR041783	PTPN3/4, FERM domain C-lobe	interpro	domain		cd13189	
IPR041784	FAK1/PYK2, FERM domain C-lobe	interpro	domain		cd13190	
IPR041785	FRMD4A/B, FERM domain C-lobe	interpro	domain		cd13191	
IPR041787	Shewanella-like phosphatase, metallophosphatase domain	interpro	domain		cd07425	
IPR041788	FARP1/FARP2/FRMD7, FERM domain C-lobe	interpro	domain		cd13193	
IPR041789	ERM family, FERM domain C-lobe	interpro	domain		cd13194	
IPR041790	MYLIP, FERM domain C-lobe	interpro	domain		cd13195	
IPR041791	Krev interaction trapped protein 1, FERM domain C-lobe	interpro	domain		cd13197	
IPR041792	Purple acid phosphatase, metallophosphatase domain	interpro	domain		cd00839	
IPR041793	Myosin VII, FERM domain C-lobe, repeat 1	interpro	domain		cd13198	
