Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR038343	DUF4951 superfamily	interpro	homologous_superfamily		G3DSA:1.20.1280.230	
IPR038344	EF-G binding protein, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.1280.250	
IPR038345	Flavivirus envelope glycoprotein E, Stem/Anchor domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.1280.260	
IPR038346	DrrA, PI4P binding domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.1280.280	
IPR038347	TyeA superfamily	interpro	homologous_superfamily		G3DSA:1.20.1280.80	
IPR038348	SLED domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.1380.20	
IPR038349	Surface antigen, GAG-binding domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.140.130	
IPR038350	Orai superfamily	interpro	homologous_superfamily		G3DSA:1.20.140.140	
IPR038351	Malonyl-CoA decarboxylase, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.140.90	
IPR038352	Imelysin-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.1420.20	
IPR038353	Decorin-binding superfamily	interpro	homologous_superfamily		G3DSA:1.20.1420.40	
IPR038354	VKOR domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.1440.130	
IPR038355	TNFAIP8 superfamily	interpro	homologous_superfamily		G3DSA:1.20.1440.160	
IPR038356	Tma16 superfamily	interpro	homologous_superfamily		G3DSA:1.20.1440.170	
IPR038357	KEN domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.1440.180	
IPR038358	VPS28, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.1440.200	
IPR038359	Connexin, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.1440.80	
IPR038360	DUF4844 superfamily	interpro	homologous_superfamily		G3DSA:1.20.1480.40	
IPR038361	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase, middle domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.60.70	
IPR038362	VP9, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.2070	
IPR038363	LepA, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.2570	
IPR038364	Urocanase, central domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.10730	
IPR038365	EcoRII, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.91.80	
IPR038366	Zinc finger, ClpX C4-type superfamily	interpro	homologous_superfamily		G3DSA:3.30.50.30	
IPR038367	PelD, GGDEF domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.2880	
IPR038368	Adenovirus-2 E4/Orf3 superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.2870	
IPR038369	Stage V sporulation AD superfamily	interpro	homologous_superfamily		G3DSA:3.40.47.40	
IPR038370	TGT, C1 domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.1020.10	
IPR038371	Multi-copper polyphenol oxidoreductase superfamily	interpro	homologous_superfamily		G3DSA:3.60.140.10	
IPR038372	PA/PA-X superfamily	interpro	homologous_superfamily		G3DSA:3.40.91.90	
IPR038373	Restriction endonuclease, type II, HindIII superfamily	interpro	homologous_superfamily		G3DSA:3.40.91.70	
IPR038374	Restriction endonuclease ThaI superfamily	interpro	homologous_superfamily		G3DSA:3.40.600.30	
IPR038375	Protein arginine methyltransferase NDUFAF7 superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.12710	
IPR038376	ATP synthase, alpha subunit, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.150.20	
IPR038377	Sodium/glucose symporter superfamily	interpro	homologous_superfamily		G3DSA:1.20.1730.10	
IPR038378	Haemophore, haem-binding domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.20.20	
IPR038379	SecE superfamily	interpro	homologous_superfamily		G3DSA:1.20.5.1030	
IPR038380	Ribosomal protein S21 superfamily	interpro	homologous_superfamily		G3DSA:1.20.5.1150	
IPR038381	DNA replication regulator HobA superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.11670	
IPR038382	Ste5, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.11070	
IPR038383	CGT/MARTX, cysteine protease (CPD) domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.11050	
IPR038384	Formate dehydrogenase, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.5.480	
IPR038385	Threonylcarbamoyl-AMP synthase, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.11030	
IPR038386	Beta-thymosin superfamily	interpro	homologous_superfamily		G3DSA:1.20.5.520	
IPR038387	Bacteriochlorophyll c-binding superfamily	interpro	homologous_superfamily		G3DSA:1.20.5.950	
IPR038388	RcsC, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.10970	
IPR038389	Proteasome assembly chaperone 2 superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.10900	
IPR038390	Metal-sensitive transcriptional repressor superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.1000	
IPR038391	L-fucose isomerase, domain 1 superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.1070	
IPR038392	L-fucose isomerase, domain 2 superfamily	interpro	homologous_superfamily		G3DSA:3.40.275.10	
IPR038393	L-fucose isomerase, domain 3 superfamily	interpro	homologous_superfamily		G3DSA:3.20.14.10	
IPR038394	TA0956 superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.1010	
IPR038395	Bacteriophage P4, Psu superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.1090	
IPR038396	SpoIIAA-like superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.10600	
IPR038397	TBCC, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.1250	
IPR038398	NAB co-repressor domain 2 superfamily	interpro	homologous_superfamily		G3DSA:3.40.390.60	
IPR038399	Hsp9/Hsp12 superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.1260	
IPR038400	Non-structural protein NSP3, SUD-M domain superfamily, betacoronavirus	interpro	homologous_superfamily		G3DSA:3.40.220.20	
IPR038401	Rev1, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.1280	
IPR038402	Restriction endonuclease, type II, PvuII superfamily	interpro	homologous_superfamily		G3DSA:3.40.210.10	
IPR038403	Plasmodium falciparum UIS3, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.1330	
IPR038404	TRAP transporter solute receptor DctP superfamily	interpro	homologous_superfamily		G3DSA:3.40.190.170	
IPR038405	Cytochrome oxidase Caa3-type, subunit IV superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.1350	
IPR038406	DUF3837 superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.1400	
IPR038407	Vesicle transport v-SNARE, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.400	
IPR038408	Gnk2-homologous domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.430.20	
IPR038409	Ycf54-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.1860	
IPR038410	GxGYxYP putative glycoside hydrolase, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.20.20.490	
IPR038411	PurL, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.1670	
IPR038412	Pepsin inhibitor-3 domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.1120.50	
IPR038413	FTO, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.1470	
IPR038414	Cbb3-type cytochrome c oxidase subunit CcoP, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.1490	
IPR038415	Minor type IV pilin, PilX-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.540.20	
IPR038416	Sigma 54 modulation/S30EA ribosomal protein, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.505.50	
IPR038417	Alpha-galactosidase, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:2.70.98.60	
IPR038418	6-pyruvoyl tetrahydropterin synthase/QueD superfamily	interpro	homologous_superfamily		G3DSA:3.30.479.10	
IPR038419	Poxvirus poly(A) polymerase, nucleotidyltransferase domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.460.60	
IPR038420	PapG, carbohydrate-binding domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.1370	
IPR038421	Sensor histidine kinase RisS, periplasmic domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.450.300	
IPR038422	Cut8/Sts1 superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.1590	
IPR038423	Calcium-dependent cell adhesion molecule, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.1720	
IPR038424	Signal transduction histidine kinase, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.450.280	
IPR038425	GAT domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.160	
IPR038426	Nyv1, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.450.230	
IPR038427	MED22 superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.1600	
IPR038428	2-component histidine kinase, sensor domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.450.170	
IPR038429	PhoQ Sensor superfamily	interpro	homologous_superfamily		G3DSA:3.30.450.140	
IPR038430	NADH:ubiquinone oxidoreductase, subunit 3 superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.1610	
IPR038431	Killer toxin SMK, beta subunit superfamily	interpro	homologous_superfamily		G3DSA:3.30.44.10	
IPR038432	PulS/OutS-like superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.1630	
IPR038433	CDP-diacylglycerol pyrophosphatase superfamily	interpro	homologous_superfamily		G3DSA:3.30.428.30	
IPR038434	YARHG domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.1690	
IPR038435	Probable DNA packing protein, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.420.320	
IPR038436	Effector protein NleG superfamily	interpro	homologous_superfamily		G3DSA:3.30.40.80	
IPR038437	GINS complex, subunit Psf3 superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.2050	
IPR038438	Alanyl aminopeptidase, Ig-like domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.1840	
IPR038439	Ref-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.40.190	
IPR038440	FimV, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.2200	
IPR038441	THAP-type zinc finger superfamily	interpro	homologous_superfamily		G3DSA:3.30.40.180	
IPR038442	Dsl1, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.2230	
IPR038443	Herpesvirus BLRF2 superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.510	
IPR038444	DUF465 superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.660	
IPR038445	Neutral ceramidase, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.2300	
IPR038446	CEBP, ZZ domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.40.130	
IPR038447	PSRP-3/Ycf65 superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.750	
IPR038448	Effector protein HopAB, E3 ubiquitin ligase domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.40.110	
IPR038449	SirA superfamily	interpro	homologous_superfamily		G3DSA:3.30.310.250	
IPR038450	Photosystem II Pbs27 superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.810	
IPR038451	Arterivirus nsp7 alpha superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.950	
IPR038452	Channel forming colicin, central receptor recognition domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.305.10	
IPR038453	DUF3220 superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.960	
IPR038454	DnaA, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.300.180	
IPR038455	Mite allergen, group 5/21 superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.970	
IPR038456	Macin superfamily	interpro	homologous_superfamily		G3DSA:3.30.30.100	
IPR038457	3-mercaptopyruvate sulfurtransferase, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.1670.10	
IPR038458	NADH-quinone oxidoreductase, subunit 15 superfamily	interpro	homologous_superfamily		G3DSA:3.30.920.80	
IPR038459	tRNA methyltransferase TRM10-type domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.1280.30	
IPR038460	Acetyl-CoA hydrolase/transferase, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.1080.20	
IPR038461	Schlafen, AlbA_2 domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.950.30	
IPR038462	YaiA-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.730.30	
IPR038463	CedA-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.730.20	
IPR038464	Ribosomal protein L38e superfamily	interpro	homologous_superfamily		G3DSA:3.30.720.90	
IPR038465	APS reductase, beta subunit, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.720.40	
IPR038466	Peptidase S8, pro-domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.850	
IPR038467	Peptide chain release factor 3, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.3280	
IPR038468	Transport accessory protein MmpS, soluble domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.2880	
IPR038469	tRNAHis guanylyltransferase Thg1 superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.3000	
IPR038470	Cellulose synthase subunit D superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.2590	
IPR038471	MecA, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.1950	
IPR038472	DndE superfamily	interpro	homologous_superfamily		G3DSA:1.10.1220.160	
IPR038473	VirC2, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.1760	
IPR038474	Polyketide synthesis cyclase superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.1090	
IPR038475	RecG, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.565.60	
IPR038476	UvrC homology region 2 superfamily	interpro	homologous_superfamily		G3DSA:3.30.420.340	
IPR038477	Arylsulfotransferase, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.3100	
IPR038478	Fimbrillin subunit EcpA superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.3290	
IPR038479	Transthyretin-like superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.3330	
IPR038480	YuaB-like superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.3490	
IPR038481	Melampsora avirulence protein AvrL567 superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.2510	
IPR038482	Periplasmic metal-binding protein tp34-type superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.2480	
IPR038483	YcfL-like superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.3230	
IPR038484	MucB/RseB, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.200.100	
IPR038485	Protein Z, RING-type zinc finger superfamily	interpro	homologous_superfamily		G3DSA:3.30.160.310	
IPR038486	Fiber protein, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.90.30	
IPR038487	Mre11, DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.110.110	
IPR038488	Integrase, DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.160.390	
IPR038489	Suppressor of fused, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.1360.230	
IPR038490	Gingipain propeptide superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.3800	
IPR038491	Velvet domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.3960	
IPR038492	GBBH-like, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.2020.30	
IPR038493	Toxin MqsR superfamily	interpro	homologous_superfamily		G3DSA:3.30.2310.40	
IPR038494	Imidazole glycerol phosphate dehydratase domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.230.40	
IPR038495	V-type ATPase subunit E, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.2320.30	
IPR038496	Wapl domain superfamily	interpro	homologous_superfamily		G3DSA:1.25.10.60	
IPR038497	ATPase, V1 complex, subunit H, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.150	
IPR038498	OspF/SpvC superfamily	interpro	homologous_superfamily		G3DSA:3.30.2430.10	
IPR038499	BRO1 domain superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.280	
IPR038501	Spore germination GerAC superfamily	interpro	homologous_superfamily		G3DSA:3.30.300.210	
IPR038502	Peptidase M1 LTA-4 hydrolase/aminopeptidase, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.320	
IPR038503	Stage III sporulation protein AH-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.300.270	
IPR038504	UL141-like superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.3790	
IPR038505	FANCF, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.490	
IPR038506	GLE1-like superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.510	
IPR038507	YcnI-like superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.2230	
IPR038508	ArfGAP domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.40.160	
IPR038509	IFS superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.520	
IPR038510	Spt4 superfamily	interpro	homologous_superfamily		G3DSA:3.30.40.210	
IPR038511	TAP42/TAP46-like superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.540	
IPR038512	GpU-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.1700	
IPR038513	FAIM1 domain superfamily	interpro	homologous_superfamily		G3DSA:2.40.128.180	
IPR038514	AAR2, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.550	
IPR038515	CpxA, periplasmic domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.450.210	
IPR038516	AAR2, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.34.20	
IPR038517	MxiM superfamily	interpro	homologous_superfamily		G3DSA:2.40.128.230	
IPR038518	Glycosyl hydrolase family 63, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:2.70.98.110	
IPR038519	Major capsid protein, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:2.70.9.20	
IPR038520	Matrix protein superfamily	interpro	homologous_superfamily		G3DSA:2.70.20.40	
IPR038521	ThiC/Bza superfamily	interpro	homologous_superfamily		G3DSA:3.20.20.540	
IPR038522	Type IV / VI secretion system, DotU superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.590	
IPR038523	AmiS/UreI transporter superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.600	
IPR038524	Ribosomal protein L7A/L8 superfamily	interpro	homologous_superfamily		G3DSA:3.30.1330.210	
IPR038525	ATR13 superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.640	
IPR038526	Ribosomal protein L22e superfamily	interpro	homologous_superfamily		G3DSA:3.30.1360.210	
IPR038527	HupH, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.1370.140	
IPR038528	TEL2, conserved domain superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.720	
IPR038529	CHIPS superfamily	interpro	homologous_superfamily		G3DSA:3.10.20.390	
IPR038530	[NiFe]-hydrogenase assembly, chaperone, HybE superfamily	interpro	homologous_superfamily		G3DSA:3.30.1460.40	
IPR038531	Neuraminyllactose-binding hemagglutinin superfamily	interpro	homologous_superfamily		G3DSA:3.30.160.180	
IPR038532	NADH dehydrogenase ubiquinone Fe-S protein 4-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.160.190	
IPR038533	UpxZ superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.810	
IPR038534	Rtr1/RPAP2 domain superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.820	
IPR038535	CCR4-NOT subunit 1, TTP binding domain superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.840	
IPR038536	Alkyl/aryl-sulfatase, dimerisation domain superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.880	
IPR038537	TatT superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.920	
IPR038538	MTERF superfamily, mitochondrial/chloroplastic	interpro	homologous_superfamily		G3DSA:1.25.70.10	
IPR038539	Anti-lipopolysaccharide factor/Scygonadin superfamily	interpro	homologous_superfamily		G3DSA:3.30.160.320	
IPR038540	Pathogenicity island protein gp6 superfamily	interpro	homologous_superfamily		G3DSA:3.30.160.410	
IPR038541	Meleagrin/Cygnin superfamily	interpro	homologous_superfamily		G3DSA:3.10.360.20	
IPR038542	Spidroin, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.1350	
IPR038543	Churchill superfamily	interpro	homologous_superfamily		G3DSA:3.30.160.500	
IPR038544	ACP, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.500.10	
IPR038545	DBF-type zinc finger superfamily	interpro	homologous_superfamily		G3DSA:3.30.160.680	
IPR038546	Hen1, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.1610.20	
IPR038547	CBP/p300, atypical RING domain superfamily	interpro	homologous_superfamily		G3DSA:2.10.110.40	
IPR038548	Stage V sporulation protein AA, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.480.10	
IPR038549	SeBP-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.1660.30	
IPR038550	GPCR, family 3, nine cysteines domain superfamily	interpro	homologous_superfamily		G3DSA:2.10.50.30	
IPR038551	Ribosomal protein S26e superfamily	interpro	homologous_superfamily		G3DSA:3.30.1740.20	
IPR038552	Tim21 IMS domain superfamily	interpro	homologous_superfamily		G3DSA:3.10.450.320	
IPR038553	Myoviridae tail sheath stabiliser superfamily	interpro	homologous_superfamily		G3DSA:3.30.2000.40	
IPR038554	Dipeptidylpeptidase IV, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:2.140.10.30	
IPR038555	Zincin-like metallopeptidase superfamily	interpro	homologous_superfamily		G3DSA:3.30.2010.20	
IPR038556	Tail assembly chaperone Gp13-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.2220.20	
IPR038557	RIG-I-like receptor, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:2.170.150.30	
IPR038558	SAS-6, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:2.170.210.20	
IPR038559	Clostridium phage phiCD119, XkdN superfamily	interpro	homologous_superfamily		G3DSA:3.30.2220.30	
IPR038560	Beta-1,3-xylanase, CBM31 domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.2450	
IPR038561	Sarcosine oxidase subunit delta superfamily	interpro	homologous_superfamily		G3DSA:3.30.2270.10	
IPR038562	Ribosomal protein L34Ae superfamily	interpro	homologous_superfamily		G3DSA:3.40.1800.40	
IPR038563	Recombination endonuclease VII superfamily	interpro	homologous_superfamily		G3DSA:3.40.1800.10	
IPR038564	Repressor of RNA polymerase III transcription Maf1 superfamily	interpro	homologous_superfamily		G3DSA:3.40.1000.50	
IPR038565	Proteinase, regulatory CLIP domain superfamily	interpro	homologous_superfamily		G3DSA:2.20.20.90	
IPR038566	Med6 core domain superfamily	interpro	homologous_superfamily		G3DSA:3.10.450.580	
IPR038567	Transcription elongation factor 1 superfamily	interpro	homologous_superfamily		G3DSA:2.20.25.190	
IPR038568	Hepatitis C virus NS5A, 1B domain superfamily	interpro	homologous_superfamily		G3DSA:2.20.25.220	
IPR038569	Bacteriophage T4, IpI C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:2.20.25.370	
IPR038570	HicA superfamily	interpro	homologous_superfamily		G3DSA:3.30.920.30	
IPR038571	Bifunctional carbon monoxide dehydrogenase/acetyl-coa synthase, domain 3 superfamily	interpro	homologous_superfamily		G3DSA:3.30.1650.10	
IPR038572	Stomagen, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:2.20.25.390	
IPR038573	Ribonuclease toxin BrnT superfamily	interpro	homologous_superfamily		G3DSA:3.10.450.530	
IPR038575	E6 superfamily	interpro	homologous_superfamily		G3DSA:3.30.240.40,SSF161229	
IPR038576	Methyltransferase putative zinc binding domain superfamily	interpro	homologous_superfamily		G3DSA:2.20.25.520	
IPR038577	GT10-like superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.11660	
IPR038578	GT29-like superfamiliy	interpro	homologous_superfamily		G3DSA:3.90.1480.20	
IPR038579	Ribosomal protein S21e superfamily	interpro	homologous_superfamily		G3DSA:3.30.1230.20	
IPR038580	Monellin, A chain superfamily	interpro	homologous_superfamily		G3DSA:2.20.25.610	
IPR038581	Ornithine decarboxylase antizyme superfamily	interpro	homologous_superfamily		G3DSA:3.40.630.60	
IPR038582	S27a-like superfamily	interpro	homologous_superfamily		G3DSA:2.20.25.660	
IPR038583	L-arabinose isomerase, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.10940	
IPR038584	Ribosomal protein L33 superfamily	interpro	homologous_superfamily		G3DSA:2.20.28.120	
IPR038585	Clostridium enterotoxin, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.1750.20	
IPR038586	Tctex-1-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.1140.40	
IPR038587	Ribosomal protein L40e superfamily	interpro	homologous_superfamily		G3DSA:2.20.28.70	
IPR038588	XS domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.2890	
IPR038589	Archaeal transcription elongation factor Spt4 superfamily	interpro	homologous_superfamily		G3DSA:2.20.28.90	
IPR038590	YaeQ superfamily	interpro	homologous_superfamily		G3DSA:3.10.640.10	
IPR038591	NolW-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.1370.120	
IPR038592	CheD-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.1330.200	
IPR038593	RNA polymerase Rpb1, domain 7 superfamily	interpro	homologous_superfamily		G3DSA:3.30.1360.140	
IPR038594	SepF-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.110.150	
IPR038595	LURP-one-related superfamily	interpro	homologous_superfamily		G3DSA:3.20.90.20	
IPR038596	Janus superfamily	interpro	homologous_superfamily		G3DSA:3.50.20.20	
IPR038597	GGGP/HepGP synthase superfamily	interpro	homologous_superfamily		G3DSA:3.20.20.390	
IPR038599	LAP1C-like, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.12190	
IPR038600	CRISPR-associated protein Csn2 superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.11940	
IPR038601	MttB-like superfamily	interpro	homologous_superfamily		G3DSA:3.20.20.480	
IPR038602	Mite allergen, group-7 superfamily	interpro	homologous_superfamily		G3DSA:3.15.10.50	
IPR038603	FCS-type zinc finger superfamily	interpro	homologous_superfamily		G3DSA:3.30.60.160	
IPR038604	Type III effector HopJ superfamily	interpro	homologous_superfamily		G3DSA:3.20.160.10	
IPR038605	Proteasome chaperone 1 superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.12120	
IPR038606	Takeout superfamily	interpro	homologous_superfamily		G3DSA:3.15.10.30	
IPR038607	PhoD-like superfamily	interpro	homologous_superfamily		G3DSA:3.60.21.70	
IPR038608	Csm1/Pcs1 domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.1150.80	
IPR038609	HDA1 complex subunit 2/3  superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.12360	
IPR038610	FliK-like, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.750.140	
