Entry	Gene ontology (cellular component)
P30553	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
P46152	nuclear body [GO:0016604]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575]
Q7TNY6	Golgi membrane [GO:0000139]; mitochondrion [GO:0005739]
Q68FP1	actin cap [GO:0030478]; actin cytoskeleton [GO:0015629]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; myelin sheath [GO:0043209]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; podosome [GO:0002102]; protein-containing complex [GO:0032991]; ruffle [GO:0001726]; sarcoplasm [GO:0016528]
O08725	cell surface [GO:0009986]; glutamatergic synapse [GO:0098978]; integral component of membrane [GO:0016021]; integral component of synaptic membrane [GO:0099699]; membrane raft [GO:0045121]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; Schaffer collateral - CA1 synapse [GO:0098685]
P20236	chloride channel complex [GO:0034707]; dendrite membrane [GO:0032590]; GABA-A receptor complex [GO:1902711]; GABA-ergic synapse [GO:0098982]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic specialization membrane [GO:0099060]; neuron projection [GO:0043005]; postsynapse [GO:0098794]; synapse [GO:0045202]
Q0VGK4	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]
P28492	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
P19493	AMPA glutamate receptor complex [GO:0032281]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]; ionotropic glutamate receptor complex [GO:0008328]; kainate selective glutamate receptor complex [GO:0032983]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]; terminal bouton [GO:0043195]
P06883	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q9R1K8	cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; mast cell granule [GO:0042629]; plasma membrane [GO:0005886]
P30713	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
P55205	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P02091	extracellular space [GO:0005615]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]
Q6AY09	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; postsynaptic density [GO:0014069]; ribonucleoprotein complex [GO:1990904]
P04823	extracellular space [GO:0005615]
P80299	cytosol [GO:0005829]; peroxisome [GO:0005777]
B2GUV7	cytoplasm [GO:0005737]
Q8CGX0	CRD-mediated mRNA stability complex [GO:0070937]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; filopodium [GO:0030175]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; ribonucleoprotein complex [GO:1990904]
Q63054	cytosol [GO:0005829]; dendrite [GO:0030425]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; perinuclear region of cytoplasm [GO:0048471]; secretory granule membrane [GO:0030667]; synaptic vesicle membrane [GO:0030672]
P12969	extracellular space [GO:0005615]; inclusion body [GO:0016234]; neuronal cell body [GO:0043025]; secretory granule [GO:0030141]
P17491	cell periphery [GO:0071944]; extracellular space [GO:0005615]; inhibin B complex [GO:0043513]; perinuclear region of cytoplasm [GO:0048471]
Q6AYK3	cytoplasm [GO:0005737]
Q9JKU3	axoneme [GO:0005930]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; intraciliary transport particle B [GO:0030992]; nucleus [GO:0005634]; sperm cytoplasmic droplet [GO:0097598]; sperm midpiece [GO:0097225]; sperm principal piece [GO:0097228]
Q7TNI4	cytosol [GO:0005829]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q5S6T3	cytosol [GO:0005829]
Q6IE46	extracellular region [GO:0005576]
Q63722	adherens junction [GO:0005912]; apical part of cell [GO:0045177]; apical plasma membrane [GO:0016324]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P61374	nucleus [GO:0005634]
P85007	COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum membrane [GO:0005789]; integral component of Golgi membrane [GO:0030173]
P81377	cAMP-dependent protein kinase complex [GO:0005952]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; multivesicular body [GO:0005771]; plasma membrane [GO:0005886]; Schaffer collateral - CA1 synapse [GO:0098685]; synapse [GO:0045202]
P67999	cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; synapse [GO:0045202]
P63319	calyx of Held [GO:0044305]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; neuron projection [GO:0043005]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic cytosol [GO:0099524]; postsynaptic density [GO:0014069]; presynaptic cytosol [GO:0099523]; synaptic membrane [GO:0097060]
Q9EQG6	cytosol [GO:0005829]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]; protein-containing complex [GO:0032991]
Q9WTQ1	autophagosome membrane [GO:0000421]; cell-cell junction [GO:0005911]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]
Q58FK9	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]
O88759	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; voltage-gated potassium channel complex [GO:0008076]
G3V8V5	integral component of plasma membrane [GO:0005887]; potassium channel complex [GO:0034705]
Q9EPI9	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]
P15383	apical plasma membrane [GO:0016324]; cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; voltage-gated potassium channel complex [GO:0008076]; Z disc [GO:0030018]
P09605	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
Q63734	axon [GO:0030424]; axon terminus [GO:0043679]; calyx of Held [GO:0044305]; cell surface [GO:0009986]; dendrite [GO:0030425]; dendrite membrane [GO:0032590]; endoplasmic reticulum [GO:0005783]; glutamatergic synapse [GO:0098978]; glycinergic synapse [GO:0098690]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; integral component of postsynaptic membrane [GO:0099055]; integral component of presynaptic membrane [GO:0099056]; neuromuscular junction [GO:0031594]; neuronal cell body [GO:0043025]; neuronal cell body membrane [GO:0032809]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; voltage-gated potassium channel complex [GO:0008076]
P38552	extracellular space [GO:0005615]
Q62665	cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]
P47967	cytoplasm [GO:0005737]
Q8CFC9	apical plasma membrane [GO:0016324]; cell body [GO:0044297]; cytoplasm [GO:0005737]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; neuron projection [GO:0043005]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]
P07867	cell surface [GO:0009986]; early endosome [GO:0005769]; extracellular space [GO:0005615]; high-density lipoprotein particle [GO:0034364]; late endosome [GO:0005770]; microvillus [GO:0005902]
Q6AXZ2	
P61794	cell surface [GO:0009986]; cytoplasm [GO:0005737]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; endocytic vesicle [GO:0030139]; endosome [GO:0005768]; integral component of plasma membrane [GO:0005887]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]
D4A8G3	actomyosin [GO:0042641]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]
G3V928	apical part of cell [GO:0045177]; axonal growth cone [GO:0044295]; basolateral plasma membrane [GO:0016323]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; cytoskeleton [GO:0005856]; dendrite [GO:0030425]; early endosome [GO:0005769]; endosome [GO:0005768]; external side of plasma membrane [GO:0009897]; insulin-responsive compartment [GO:0032593]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; postsynaptic Golgi apparatus [GO:0150051]; receptor complex [GO:0043235]
Q62902	COPII-coated ER to Golgi transport vesicle [GO:0030134]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; host cell perinuclear region of cytoplasm [GO:0044220]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; sarcomere [GO:0030017]
Q5U204	late endosome [GO:0005770]; Ragulator complex [GO:0071986]
Q9WTZ3	endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; integral component of membrane [GO:0016021]
O08678	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dendrite [GO:0030425]; microtubule cytoskeleton [GO:0015630]; plasma membrane [GO:0005886]
P15205	apical dendrite [GO:0097440]; axon [GO:0030424]; basal dendrite [GO:0097441]; cell projection [GO:0042995]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; growth cone [GO:0030426]; hippocampal mossy fiber [GO:0097457]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; neuronal cell body [GO:0043025]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; photoreceptor outer segment [GO:0001750]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; somatodendritic compartment [GO:0036477]; synapse [GO:0045202]; varicosity [GO:0043196]
D3ZG83	cytoplasm [GO:0005737]
P04636	cytoplasm [GO:0005737]; membrane [GO:0016020]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q4FZV0	extracellular space [GO:0005615]; lysosome [GO:0005764]
Q5U2U7	fibrillar center [GO:0001650]; host cell nucleus [GO:0042025]; mRNA cap binding complex [GO:0005845]; mRNA cap methyltransferase complex [GO:0031533]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; receptor complex [GO:0043235]
Q6AXU7	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleolus [GO:0005730]
Q8R431	axon [GO:0030424]; cytosol [GO:0005829]; extrinsic component of membrane [GO:0019898]; lipid droplet [GO:0005811]; membrane [GO:0016020]; synapse [GO:0045202]; varicosity [GO:0043196]
Q9WV57	cytoplasmic vesicle [GO:0031410]; cytoplasmic vesicle membrane [GO:0030659]; integral component of membrane [GO:0016021]; phagocytic vesicle [GO:0045335]
Q56A27	cytosol [GO:0005829]; mitochondrion [GO:0005739]; mRNA cap binding complex [GO:0005845]; nuclear cap binding complex [GO:0005846]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; RNA cap binding complex [GO:0034518]
P20428	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-DNA complex [GO:0032993]
Q62774	actin cytoskeleton [GO:0015629]; apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; brush border [GO:0005903]; cell leading edge [GO:0031252]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; filamentous actin [GO:0031941]; growth cone [GO:0030426]; lateral plasma membrane [GO:0016328]; membrane raft [GO:0045121]; microvillus [GO:0005902]; myosin complex [GO:0016459]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; vesicle [GO:0031982]
Q5XI43	bicellular tight junction [GO:0005923]; cell surface [GO:0009986]; ciliary membrane [GO:0060170]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]
Q6Y1S1	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]
Q62685	cytoplasm [GO:0005737]; host cell nucleus [GO:0042025]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; receptor complex [GO:0043235]; RNA polymerase II transcription regulator complex [GO:0090575]
Q920G2	apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; endomembrane system [GO:0012505]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; stereocilium [GO:0032420]; stereocilium bundle [GO:0032421]
P42676	cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; plasma membrane [GO:0005886]
P11915	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extrinsic component of membrane [GO:0019898]; extrinsic component of mitochondrial outer membrane [GO:0031315]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; protein-containing complex [GO:0032991]
P24053	integral component of plasma membrane [GO:0005887]
Q6AY62	endomembrane system [GO:0012505]; extracellular region [GO:0005576]; membrane [GO:0016020]
Q6AYT2	cytoplasm [GO:0005737]; host cell nucleus [GO:0042025]; nucleus [GO:0005634]; PML body [GO:0016605]; protein-DNA complex [GO:0032993]
P03926	integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; respirasome [GO:0070469]
P51489	cell-cell junction [GO:0005911]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; photoreceptor disc membrane [GO:0097381]; photoreceptor inner segment [GO:0001917]; photoreceptor inner segment membrane [GO:0060342]; photoreceptor outer segment [GO:0001750]; photoreceptor outer segment membrane [GO:0042622]; plasma membrane [GO:0005886]; rough endoplasmic reticulum membrane [GO:0030867]
Q6GUG4	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q719N3	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]
A4L691	chromosome, telomeric region [GO:0000781]; condensed chromosome kinetochore [GO:0000777]; kinetochore [GO:0000776]; nuclear chromosome [GO:0000228]; nuclear chromosome, telomeric region [GO:0000784]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; spindle [GO:0005819]
P53610	CAAX-protein geranylgeranyltransferase complex [GO:0005953]
O35790	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q6W5G4	integral component of plasma membrane [GO:0005887]
P62024	cytosol [GO:0005829]; nucleus [GO:0005634]; synapse [GO:0045202]
O08662	cytoplasm [GO:0005737]; Golgi-associated vesicle membrane [GO:0030660]; membrane [GO:0016020]; plasma membrane [GO:0005886]; viral replication complex [GO:0019034]
P47987	compact myelin [GO:0043218]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]
P0C7L8	glycogen granule [GO:0042587]; protein phosphatase type 1 complex [GO:0000164]
Q66HR9	
Q4V891	centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]
Q9R006	extracellular space [GO:0005615]
Q4KM33	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ruffle membrane [GO:0032587]
P41498	cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; neuron projection [GO:0043005]; sarcolemma [GO:0042383]; synapse [GO:0045202]
P53809	cytosol [GO:0005829]
O89044	alpha DNA polymerase:primase complex [GO:0005658]
P06302	nucleus [GO:0005634]
A1L1L3	centriolar satellite [GO:0034451]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]
P62966	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P35433	
P63322	cell surface [GO:0009986]; cleavage furrow [GO:0032154]; cytosol [GO:0005829]; endocytic vesicle [GO:0030139]; Flemming body [GO:0090543]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]
Q80WD0	anchored component of plasma membrane [GO:0046658]; cell projection [GO:0042995]; cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; perikaryon [GO:0043204]
Q27W01	catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; exon-exon junction complex [GO:0035145]; neuronal cell body [GO:0043025]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; U2-type catalytic step 1 spliceosome [GO:0071006]
O70521	brush border [GO:0005903]; clathrin-coated vesicle [GO:0030136]; cytoplasm [GO:0005737]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; membrane raft [GO:0045121]
Q6PDW6	large ribosomal subunit [GO:0015934]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
O88828	nucleus [GO:0005634]; RNA polymerase I complex [GO:0005736]; RNA polymerase II, core complex [GO:0005665]; RNA polymerase III complex [GO:0005666]
Q5BK64	multimeric ribonuclease P complex [GO:0030681]; nucleolus [GO:0005730]; ribonuclease MRP complex [GO:0000172]
A0JPN2	apical plasma membrane [GO:0016324]; cytoplasmic vesicle [GO:0031410]; endosome [GO:0005768]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]
B2RZ55	chromatin [GO:0000785]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleolus organizer region [GO:0005731]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]
P34901	cell surface [GO:0009986]; costamere [GO:0043034]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]
Q811V6	
Q4QQU6	Cajal body [GO:0015030]; cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; spliceosomal complex [GO:0005681]
P04775	axon [GO:0030424]; axon initial segment [GO:0043194]; glutamatergic synapse [GO:0098978]; integral component of presynaptic membrane [GO:0099056]; intercalated disc [GO:0014704]; intrinsic component of plasma membrane [GO:0031226]; membrane [GO:0016020]; neuron projection [GO:0043005]; node of Ranvier [GO:0033268]; paranode region of axon [GO:0033270]; plasma membrane [GO:0005886]; sodium channel complex [GO:0034706]; T-tubule [GO:0030315]; voltage-gated sodium channel complex [GO:0001518]
O55170	cytoplasm [GO:0005737]; extrinsic component of mitochondrial outer membrane [GO:0031315]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P30823	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
Q9Z2I6	integral component of membrane [GO:0016021]; integral component of synaptic vesicle membrane [GO:0030285]; neuron projection [GO:0043005]; synaptic vesicle [GO:0008021]; synaptic vesicle membrane [GO:0030672]
Q4FZV2	integral component of membrane [GO:0016021]
Q5M7W7	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q5M844	integral component of nuclear outer membrane [GO:0031309]; meiotic nuclear membrane microtubule tethering complex [GO:0034993]
Q6VBQ5	cell-cell junction [GO:0005911]; cortical actin cytoskeleton [GO:0030864]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; ruffle [GO:0001726]
P97546	axon [GO:0030424]; cell surface [GO:0009986]; dendrite [GO:0030425]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; immunological synapse [GO:0001772]; inhibitory synapse [GO:0060077]; integral component of membrane [GO:0016021]; integral component of postsynaptic density membrane [GO:0099061]; integral component of presynaptic active zone membrane [GO:0099059]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; presynaptic membrane [GO:0042734]; Schaffer collateral - CA1 synapse [GO:0098685]; synaptic membrane [GO:0097060]
Q9QUS1	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; host cell nucleus [GO:0042025]; nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575]
Q63634	9+0 non-motile cilium [GO:0097731]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; synapse [GO:0045202]
Q62609	AMPA glutamate receptor complex [GO:0032281]; axon [GO:0030424]; axonal growth cone [GO:0044295]; cell [GO:0005623]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; extrinsic component of synaptic membrane [GO:0099243]; glutamatergic synapse [GO:0098978]; neuronal cell body [GO:0043025]; perikaryon [GO:0043204]; synaptic membrane [GO:0097060]
Q9JJ19	apical part of cell [GO:0045177]; apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; endomembrane system [GO:0012505]; extracellular region [GO:0005576]; filopodium [GO:0030175]; membrane [GO:0016020]; membrane raft [GO:0045121]; microvillus [GO:0005902]; microvillus membrane [GO:0031528]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; plasma membrane protein complex [GO:0098797]; ruffle [GO:0001726]; sperm midpiece [GO:0097225]; stereocilium [GO:0032420]; stereocilium tip [GO:0032426]
Q5H8A2	extracellular region [GO:0005576]
D3ZGB1	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]
Q1RP77	nucleolus [GO:0005730]
Q9WV50	cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, large subunit precursor [GO:0030687]
Q5U2S1	cell cortex [GO:0005938]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; endosome membrane [GO:0010008]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]; synapse [GO:0045202]
Q497B0	centrosome [GO:0005813]; cytosol [GO:0005829]
Q68FS1	centriole [GO:0005814]; cilium [GO:0005929]; cytosol [GO:0005829]; nucleus [GO:0005634]; spindle pole centrosome [GO:0031616]
Q63374	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; protein-containing complex [GO:0032991]
D3ZGS3	clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; cytoplasm [GO:0005737]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; membrane [GO:0016020]; nucleus [GO:0005634]; phagocytic vesicle membrane [GO:0030670]; photoreceptor outer segment [GO:0001750]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]
Q8K4M9	cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; late endosome [GO:0005770]; membrane [GO:0016020]
P0CAX5	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; glutamatergic synapse [GO:0098978]; terminal bouton [GO:0043195]
Q5MYT7	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q5MYU0	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
Q75PQ8	centrosome [GO:0005813]; chromatin [GO:0000785]; condensed chromosome inner kinetochore [GO:0000939]; heterochromatin [GO:0000792]; nuclear chromosome, telomeric region [GO:0000784]; nuclear origin of replication recognition complex [GO:0005664]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; origin recognition complex [GO:0000808]
O35264	cytoplasm [GO:0005737]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; plasma membrane [GO:0005886]
Q2YDU3	
P47816	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P83006	endoplasmic reticulum membrane [GO:0005789]; mitochondrial membrane [GO:0031966]
Q5U2Q4	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum tubular network [GO:0071782]; integral component of membrane [GO:0016021]; nuclear envelope [GO:0005635]
Q2M1K5	
O70260	cytoplasm [GO:0005737]; dendrite [GO:0030425]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; synapse [GO:0045202]
Q3SWT0	cell-cell contact zone [GO:0044291]; cell-cell junction [GO:0005911]; cell periphery [GO:0071944]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; ruffle [GO:0001726]; smooth muscle contractile fiber [GO:0030485]
Q3B7L1	cytoskeleton [GO:0005856]
Q0KL00	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; lamellipodium membrane [GO:0031258]; membrane [GO:0016020]; plasma membrane [GO:0005886]
O88370	autophagosome [GO:0005776]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]
O54728	apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; integral component of membrane [GO:0016021]
P13286	phosphorylase kinase complex [GO:0005964]
O08564	apical plasma membrane [GO:0016324]; caveola [GO:0005901]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]
Q4V7B4	mitochondrion [GO:0005739]
Q5HZW7	anchored component of membrane [GO:0031225]; apical plasma membrane [GO:0016324]; external side of plasma membrane [GO:0009897]
Q9QZP2	cytoplasm [GO:0005737]; cytosol [GO:0005829]; histone methyltransferase complex [GO:0035097]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P28077	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome core complex [GO:0005839]; proteasome core complex, beta-subunit complex [GO:0019774]; spermatoproteasome complex [GO:1990111]
Q6IE59	azurophil granule lumen [GO:0035578]; extracellular space [GO:0005615]
D4A9R4	integral component of membrane [GO:0016021]
P09812	cytoplasm [GO:0005737]; sarcoplasmic reticulum [GO:0016529]
Q5FVJ4	basement membrane [GO:0005604]; extracellular matrix [GO:0031012]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
